RunIndex,Score
0,1606.0
1,1281.0
2,1283.0
3,1412.0
4,1816.0
5,1314.0
6,1811.0
7,1565.0
8,892.0
9,1404.0
10,1143.0
11,1057.0
12,1420.0
13,940.0
14,1353.0
15,1046.0
16,1311.0
17,1298.0
18,1080.0
19,1360.0
20,1233.0
21,874.0
22,1758.0
23,1337.0
24,1468.0
25,1293.0
26,1180.0
27,1641.0
28,1655.0
29,1669.0
30,1333.0
31,1389.0
32,1529.0
33,1599.0
34,1442.0
35,1279.0
36,1358.0
37,1349.0
38,1758.0
39,1467.0
40,1568.0
41,1678.0
42,1684.0
43,1267.0
44,1249.0
45,1535.0
46,979.0
47,1300.0
48,1376.0
49,1648.0
50,1053.0
51,1602.0
52,1283.0
53,1620.0
54,1415.0
55,1477.0
56,986.0
57,1646.0
58,1223.0
59,1917.0
60,1480.0
61,1625.0
62,1207.0
63,1309.0
64,1656.0
65,1296.0
66,1019.0
67,1770.0
68,949.0
69,1410.0
70,1261.0
71,1372.0
72,1381.0
73,1165.0
74,1436.0
75,966.0
76,1493.0
77,1170.0
78,1380.0
79,1221.0
80,1415.0
81,1012.0
82,985.0
83,1780.0
84,1258.0
85,1318.0
86,1607.0
87,1294.0
88,1539.0
89,1664.0
90,1379.0
91,1313.0
92,1417.0
93,1609.0
94,1138.0
95,1478.0
96,841.0
97,1473.0
98,1094.0
99,1289.0
100,1218.0
101,1452.0
102,1196.0
103,1453.0
104,1123.0
105,1235.0
106,1107.0
107,1310.0
108,1138.0
109,1311.0
110,1313.0
111,1221.0
112,1627.0
113,1516.0
114,1013.0
115,1093.0
116,1397.0
117,1165.0
118,1421.0
119,1251.0
120,1172.0
121,1195.0
122,1435.0
123,1305.0
124,818.0
125,1514.0
126,932.0
127,1345.0
128,1236.0
129,1208.0
130,1119.0
131,1510.0
132,1174.0
133,1614.0
134,1468.0
135,1508.0
136,888.0
137,1320.0
138,1497.0
139,1304.0
140,1087.0
141,1183.0
142,1292.0
143,1569.0
144,1220.0
145,1070.0
146,1479.0
147,1341.0
148,1508.0
149,1097.0
150,1224.0
151,1644.0
152,1306.0
153,1126.0
154,1276.0
155,1205.0
156,1354.0
157,1071.0
158,1325.0
159,1022.0
160,1505.0
161,1467.0
162,1213.0
163,1554.0
164,1211.0
165,1439.0
166,1194.0
167,1706.0
168,1612.0
169,1054.0
170,1308.0
171,1149.0
172,1105.0
173,1131.0
174,1651.0
175,1421.0
176,1074.0
177,1168.0
178,1199.0
179,1282.0
180,1056.0
181,1500.0
182,1605.0
183,966.0
184,1780.0
185,1219.0
186,1275.0
187,1491.0
188,1640.0
189,1351.0
190,1218.0
191,987.0
192,1250.0
193,1593.0
194,1108.0
195,1342.0
196,957.0
197,1259.0
198,1580.0
199,903.0
200,1759.0
201,1848.0
202,1163.0
203,1669.0
204,1216.0
205,1340.0
206,1249.0
207,1182.0
208,1111.0
209,1490.0
210,1391.0
211,1570.0
212,1174.0
213,1458.0
214,1376.0
215,1104.0
216,1362.0
217,1475.0
218,1557.0
219,1162.0
220,1449.0
221,1188.0
222,1462.0
223,1954.0
224,1247.0
225,1439.0
226,1544.0
227,1558.0
228,1379.0
229,1218.0
230,1320.0
231,1432.0
232,1394.0
233,1483.0
234,1430.0
235,1170.0
236,1789.0
237,1627.0
238,1951.0
239,1080.0
240,1133.0
241,1448.0
242,1394.0
243,1374.0
244,1817.0
245,1365.0
246,730.0
247,1255.0
248,1758.0
249,1796.0
250,1163.0
251,1267.0
252,1363.0
253,1387.0
254,1004.0
255,1338.0
256,1283.0
257,1171.0
258,1465.0
259,1584.0
260,1076.0
261,1513.0
262,768.0
263,1174.0
264,1231.0
265,1382.0
266,1356.0
267,1435.0
268,1234.0
269,1549.0
270,1352.0
271,1188.0
272,1227.0
273,1178.0
274,1571.0
275,1052.0
276,1327.0
277,1544.0
278,1473.0
279,1257.0
280,1166.0
281,1768.0
282,1280.0
283,947.0
284,1085.0
285,1285.0
286,983.0
287,1117.0
288,1182.0
289,1668.0
290,1167.0
291,1382.0
292,1391.0
293,1129.0
294,1654.0
295,1362.0
296,1296.0
297,989.0
298,1699.0
299,1330.0
